Date,Eruption,Seismicity,Acidity,Temperature (in Celsius),SO2,Plume (in meters),Ground Deformation
"December 20, 2023",,9,0.40,74.3,11437,800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 21, 2023",,10,0.40,74.3,11437,1700,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 22, 2023",,0,0.40,74.3,6609,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 23, 2023",,0,0.40,74.3,6609,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 24, 2023",,6,0.40,74.3,6609,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 25, 2023",,0,0.40,74.3,6609,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 26, 2023",,0,0.40,74.3,6609,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 27, 2023",,1,0.40,74.3,9557,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 28, 2023",,1,0.40,74.3,9557,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 29, 2023",,0,0.40,74.3,8931,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 30, 2023",,0,0.40,74.3,8931,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 31, 2023",,0,0.40,74.3,8931,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 1, 2024",,3,0.4,74.3,8931,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 2, 2024",,2,0.4,74.3,8931 ,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 3, 2024",,0,0.4,74.3,11434,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 4, 2024",,4,0.4,74.3,11434,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 5, 2024",,0,0.4,74.3,12685,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 6, 2024",,0,0.4,74.3,12685 ,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 7, 2024",,0,0.4,74.3,12685 ,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 8, 2024",,0,0.4,74.3,12685 ,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 9, 2024",,0,0.4,74.3,10993,1100,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 10, 2024",,0,0.4,74.3,10993,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 11, 2024",,0,0.4,74.3,10993,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 12, 2024",,0,0.4,74.3,10977,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 13, 2024",,0,0.4,74.3,10977,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 14, 2024",,0,0.4,74.3,10977,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 15, 2024",,0,0.4,74.3,10977,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 16, 2024",,0,0.4,74.3,8109,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 17, 2024",,0,0.4,74.3,8109,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 18, 2024",,0,0.4,74.3,8109,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 19, 2024",,0,0.4,74.3,12063,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 20, 2024",,0,0.4,74.3,12063,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 21, 2024",,0,0.4,74.3,12063,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 22, 2024",,0,0.4,74.3,12063,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 23, 2024",,0,0.4,74.3,12591,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 24, 2024",,1,0.4,74.3,12591,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 25, 2024",,0,0.4,74.3,12591,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 26, 2024",,0,0.4,74.3,15145,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 27, 2024",,0,0.4,74.3,15145,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 28, 2024",,0,0.4,74.3,15145,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 29, 2024",,0,0.4,74.3,15145,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 30, 2024",,1,0.4,74.3,12669,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"January 31, 2024",,1,0.4,74.3,12669,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 1, 2024",,1,0.4,74.3,12669,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 2, 2024",,0,0.4,74.3,10848,500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 3, 2024",,0,0.4,74.3,10848,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 4, 2024",,0,0.4,74.3,10848,2100,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 5, 2024",,0,0.4,74.3,6911,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 6, 2024",,0,0.4,74.3,6911,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 7, 2024",,0,0.4,74.3,6911,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 8, 2024",,0,0.4,74.3,6911,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 9, 2024",,0,0.4,74.3,"5,459",1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 10, 2024",,0,0.4,74.3,"5,459",1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 11, 2024",,0,0.4,74.3,"5,459",900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 12, 2024",,0,0.4,74.3,"5,459",600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 13, 2024",,0,0.4,74.3,"9,757",300,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 14, 2024",,0,0.4,74.3,"9,757",300,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 15, 2024",,0,0.4,74.3,"9,757",1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 16, 2024",,0,0.4,74.3,10331,1500 ,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 17, 2024",,0,0.4,74.3,10331,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 18, 2024",,1,0.4,74.3,10331,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 19, 2024",,0,0.4,74.3,10331,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 20, 2024",,0,0.2,72.7,14211,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 21, 2024",,0,0.2,72.7,9510,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 22, 2024",,0,0.2,72.7,9510,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 23, 2024",,0,0.2,72.7,9510,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 24, 2024",,0,0.2,72.7,7519,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 25, 2024",,0,0.2,72.7,7519,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 26, 2024",,0,0.2,72.7,7519,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 27, 2024",,0,0.2,72.7,5395,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 28, 2024",,0,0.2,72.7,5395,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"February 29, 2024",,0,0.2,72.7,5395,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 1, 2024",,0,0.2,72.7,14558,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 2, 2024",,0,0.2,72.7,14558,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 3, 2024",,0,0.2,72.7,14558,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 4, 2024",,0,0.2,72.7,14558,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 5, 2024",,0,0.2,72.7,12667,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 6, 2024",,2,0.2,72.7,9863,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 7, 2024",,0,0.2,72.7,9863,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 8, 2024",,0,0.2,72.7,5911,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 9, 2024",,0,0.2,72.7,5911,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 10, 2024",,1,0.2,72.7,5911,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 11, 2024",,0,0.2,72.7,5911,300,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 12, 2024",,1,0.2,72.7,6837,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 13, 2024",,0,0.2,72.7,6837,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 14, 2024",,0,0.2,72.7,4532,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 15, 2024",,5,0.2,72.7,13991,1050,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 16, 2024",,0,0.2,72.7,13991,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 17, 2024",,2,0.2,72.7,10561,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 18, 2024",,1,0.2,72.7,10561,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 19, 2024",,1,0.2,72.7,6102,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 20, 2024",,0,0.2,72.7,6102,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 21, 2024",,0,0.2,72.7,6102,750,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 22, 2024",,0,0.2,72.7,6102,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 23, 2024",,2,0.2,72.7,6102,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 24, 2024",,0,0.2,72.7,14287,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 25, 2024",,0,0.2,72.7,14287,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 26, 2024",,2,0.2,72.7,5856,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 27, 2024",,0,0.2,72.7,5856,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 28, 2024",,0,0.2,72.7,5856,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 29, 2024",,0,0.2,72.7,18638,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 30, 2024",,0,0.2,72.7,18638,1000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"March 31, 2024",,0,0.2,72.7,10796,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 1, 2024",,0,0.2,72.7,10796,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 2, 2024",,0,0.2,72.7,10796,1000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 3, 2024",,3,0.2,72.7,8813,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 4, 2024",,2,0.2,72.7,8813,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 5, 2024",,0,0.2,72.7,8524,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 6, 2024",,0,0.2,72.7,8524,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 7, 2024",,0,0.2,72.7,8524,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 8, 2024",,0,0.2,72.7,8524,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 9, 2024",,0,0.2,72.7,8524,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 10, 2024",,0,0.2,72.7,9311,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 11, 2024",,0,0.2,72.7,9311,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 12, 2024",,0,0.2,72.7,9677,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 13, 2024",5,15,0.2,72.7,9677,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 14, 2024",1,1,0.2,72.7,4709,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 15, 2024",,1,0.2,72.7,4709,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 16, 2024",,0,0.2,72.7,2516,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 17, 2024",,0,0.2,72.7,2516,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 18, 2024",,0,0.2,72.7,2516,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 19, 2024",,0,0.2,72.7,2104,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 20, 2024",,0,0.2,72.7,2104,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 21, 2024",4,17,0.2,72.7,2104,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 22, 2024",,2,0.2,72.7,2104,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 23, 2024",,12,0.2,72.7,3504,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 24, 2024",,14,0.2,72.7,3504,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 25, 2024",,5,0.2,72.7,3504,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 26, 2024",,0,0.2,72.7,3383,300,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 27, 2024",,1,0.2,72.7,3383,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 28, 2024",,1,0.2,72.7,3383,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 29, 2024",1,5,0.2,72.7,3383,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"April 30, 2024",1,5,0.2,72.7,2671,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 1, 2024",1,6,0.2,72.7,2671,2100,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 2, 2024",,2,0.2,72.7,2671,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 3, 2024",,9,0.2,72.7,2171,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 4, 2024",,6,0.2,72.7,2171,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 5, 2024",,0,0.2,72.7,2171,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 6, 2024",,2,0.2,72.7,2171,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 7, 2024",,2,0.2,72.7,2191,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 8, 2024",,0,0.2,72.7,2191,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 9, 2024",1,26,0.2,72.7,2191,2000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 10, 2024",,7,0.2,72.7,2346,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 11, 2024",5,3,0.2,72.7,2346,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 12, 2024",,2,0.2,72.7,2346,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 13, 2024",,2,0.2,72.7,2346,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 14, 2024",,2,0.2,72.7,5094,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 15, 2024",,0,0.2,72.7,5094,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 16, 2024",2,4,0.2,72.7,5094,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 17, 2024",5,4,0.2,72.7,5922,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 18, 2024",,0,0.2,72.7,5922,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 19, 2024",,1,0.2,72.7,5922,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 20, 2024",,4,0.2,72.7,5922,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 21, 2024",,8,0.2,72.7,3823,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 22, 2024",,10,0.2,72.7,3823,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 23, 2024",,2,0.2,72.7,3823,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 24, 2024",,3,0.2,72.7,4063,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 25, 2024",,0,0.2,72.7,4063,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 26, 2024",,0,0.2,72.7,4063,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 27, 2024",,0,0.2,72.7,4063,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 28, 2024",,0,0.2,72.7,3164,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 29, 2024",,5,0.2,72.7,3164,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 30, 2024",,6,0.2,72.7,3164,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"May 31, 2024",,5,0.2,72.7,10469,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 1, 2024",,1,0.2,72.7,10469,2000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 2, 2024",,2,0.2,72.7,10469,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 3, 2024",,4,0.2,72.7,10469,750,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 4, 2024",,0,0.2,72.7,10469,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 5, 2024",,0,0.2,72.7,1454,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 6, 2024",,0,0.2,72.7,1454,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 7, 2024",,1,0.2,72.7,11072,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 8, 2024",1,5,0.2,72.7,11072,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 9, 2024",,1,0.2,72.7,11072,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 10, 2024",,0,0.2,72.7,11072,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 11, 2024",,0,0.2,72.7,2470,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 12, 2024",,1,0.2,72.7,2470,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 13, 2024",,1,0.2,72.7,2470,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 14, 2024",,0,0.2,72.7,1977,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 15, 2024",,2,0.2,72.7,1977,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 16, 2024",,3,0.2,72.7,1977,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 17, 2024",,1,0.2,72.7,1977,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 18, 2024",,1,0.2,72.7,5478,2100,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 19, 2024",,3,0.2,72.7,5478,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 20, 2024",,0,0.2,72.7,5478,2100,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 21, 2024",,0,0.2,72.7,4641,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 22, 2024",,1,0.2,72.7,4641,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 23, 2024",,1,0.2,72.7,4641,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 24, 2024",,0,0.2,72.7,4641,2800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 25, 2024",1,1,0.2,72.7,4641,2100,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 26, 2024",,0,0.2,72.7,5100,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 27, 2024",,0,0.2,72.7,5100,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 28, 2024",,0,0.2,72.7,5100,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 29, 2024",,1,0.2,72.7,6571,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"June 30, 2024",2,1,0.2,72.7,6571,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"July 1, 2024",,1,0.2,72.7,6571,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"July 2, 2024",,0,0.2,72.7,2116,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"July 3, 2024",,0,0.2,72.7,2116,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"July 4, 2024",,0,0.2,72.7,2116,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"July 5, 2024",,1,0.2,72.7,2517,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"July 6, 2024",,0,0.2,72.7,2517,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"July 7, 2024",,0,0.2,72.7,2517,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"July 8, 2024",,0,0.2,72.7,2517,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"July 9, 2024",,1,0.2,72.7,2517,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"July 10, 2024",,0,0.2,72.7,2517,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"July 11, 2024",,3,0.2,72.7,2517,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"July 12, 2024",,0,0.2,72.7,11745,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
